"pass" "score_exam" "semester" "gender" "highest_education" "soc_eco_status" "age" "num_of_prev_attempts" "studied_credits" "disability" "wscore_tutor" "wscore_comp" "exercises"
1 62 "Sem2" "F" "No Formal quals" 4 37 0 120 "N" 46.275 0 1026
1 76 "Sem2" "M" "Lower Than A Level" 9 32 0 60 "N" 86.875 0 890
1 93 "Sem2" "M" "HE Qualification" 9 29 1 120 "N" 89.525 0 2624
1 87 "Sem2" "M" "HE Qualification" 11 30 0 60 "N" 89.1 0 4658
1 69 "Sem2" "F" "HE Qualification" 5 34 0 60 "N" 66.375 0 1527
1 82 "Sem2" "M" "A Level or Equivalent" 4 31 1 60 "N" 59.6 0 462
1 53 "Sem2" "M" "HE Qualification" 6 27 0 60 "N" 66.4 0 1040
1 64 "Sem2" "M" "HE Qualification" 2 36 0 90 "N" 64.425 0 903
1 69 "Sem2" "M" "HE Qualification" 2 34 1 180 "Y" 42.5 0 722
1 69 "Sem2" "M" "A Level or Equivalent" 8 34 0 150 "N" 68.5 0 1958
1 93 "Sem2" "M" "HE Qualification" 11 29 0 90 "N" 53.025 0 988
0 40 "Sem2" "M" "Lower Than A Level" 7 27 0 60 "N" 49.475 0 944
1 53 "Sem2" "M" "Lower Than A Level" 2 25 0 60 "Y" 71.925 0 726
1 64 "Sem2" "F" "A Level or Equivalent" 4 36 0 60 "N" 66.125 0 1206
1 73 "Sem2" "M" "A Level or Equivalent" 10 33 0 60 "N" 67.475 0 995
1 87 "Sem2" "M" "HE Qualification" 11 30 0 130 "N" 91.3 0 1942
1 96 "Sem2" "F" "Lower Than A Level" 1 29 0 60 "N" 96.175 0 4593
1 60 "Sem2" "M" "A Level or Equivalent" 11 38 1 60 "N" 49.65 0 964
1 71 "Sem2" "M" "HE Qualification" 6 34 0 60 "N" 60.875 0 8251
1 84 "Sem2" "M" "HE Qualification" 1 31 0 60 "N" 87.5 0 978
1 71 "Sem2" "F" "HE Qualification" 4 34 0 60 "N" 86.725 0 2648
1 76 "Sem2" "M" "HE Qualification" 11 32 0 60 "N" 85.225 0 2830
1 73 "Sem2" "F" "A Level or Equivalent" 5 33 1 70 "N" 70.7 0 1979
1 78 "Sem2" "M" "HE Qualification" 5 32 0 60 "N" 74.325 0 1067
1 82 "Sem2" "M" "A Level or Equivalent" 1 31 0 60 "N" 64.125 0 1256
1 58 "Sem2" "M" "Lower Than A Level" 9 40 0 90 "N" 50.85 0 1673
1 58 "Sem2" "F" "Lower Than A Level" 7 40 0 120 "N" 67.85 0 4568
1 56 "Sem2" "F" "HE Qualification" 6 46 2 60 "Y" 80.15 0 2028
1 80 "Sem2" "M" "A Level or Equivalent" 5 31 1 120 "N" 47.825 0 660
1 96 "Sem2" "F" "HE Qualification" 11 29 0 140 "N" 90.475 0 9905
1 69 "Sem2" "F" "A Level or Equivalent" 5 34 0 220 "N" 47.225 0 1077
0 51 "Sem2" "M" "A Level or Equivalent" 5 26 0 60 "N" 65.2 0 404
1 47 "Sem2" "F" "A Level or Equivalent" 6 28 0 60 "N" 76.75 0 1221
1 91 "Sem2" "F" "HE Qualification" 3 30 0 60 "N" 88.35 0 3469
1 91 "Sem2" "F" "A Level or Equivalent" 9 30 0 90 "N" 44.525 0 598
1 80 "Sem2" "M" "Lower Than A Level" 10 31 0 60 "N" 89.725 0 1661
1 71 "Sem2" "M" "Lower Than A Level" 8 34 1 60 "N" 63.6 0 1379
1 62 "Sem2" "F" "A Level or Equivalent" 5 37 0 120 "N" 71.45 0 2272
1 64 "Sem2" "M" "A Level or Equivalent" 7 36 0 120 "N" 50.2 0 552
1 87 "Sem2" "M" "A Level or Equivalent" 2 30 0 60 "N" 84.9 0 2413
1 60 "Sem2" "M" "HE Qualification" 1 38 0 60 "N" 66.525 0 1384
1 60 "Sem2" "F" "HE Qualification" 2 38 0 120 "N" 61.75 0 2084
1 91 "Sem2" "M" "A Level or Equivalent" 11 30 0 60 "N" 89.775 0 2082
1 76 "Sem2" "M" "Lower Than A Level" 7 32 1 60 "N" 76.025 0 465
1 33 "Sem2" "F" "HE Qualification" 8 27 0 75 "N" 70.275 0 1016
1 76 "Sem2" "M" "HE Qualification" 9 32 0 60 "N" 81.125 0 1503
1 56 "Sem2" "F" "A Level or Equivalent" 11 46 0 120 "N" 59.95 0 2094
1 44 "Sem2" "M" "Lower Than A Level" 4 24 0 60 "N" 67.1 0 2844
1 49 "Sem2" "M" "Lower Than A Level" 9 24 0 120 "N" 72.925 0 699
1 78 "Sem2" "F" "A Level or Equivalent" 10 32 2 60 "N" 78.95 0 1517
1 53 "Sem2" "M" "HE Qualification" 9 27 1 60 "N" 60.85 0 528
1 73 "Sem2" "M" "A Level or Equivalent" 5 33 1 60 "Y" 79.2 0 712
1 69 "Sem2" "F" "Lower Than A Level" 3 34 1 60 "N" 86.775 0 1212
1 71 "Sem2" "F" "A Level or Equivalent" 3 34 0 60 "N" 63.925 0 1626
1 96 "Sem2" "F" "HE Qualification" 8 29 0 90 "N" 76.275 0 1237
1 91 "Sem2" "F" "A Level or Equivalent" 3 30 0 120 "N" 88.95 0 1665
1 78 "Sem2" "F" "A Level or Equivalent" 4 32 2 90 "Y" 80.275 0 2978
1 64 "Sem2" "F" "A Level or Equivalent" 1 36 0 60 "N" 67 0 950
0 42 "Sem2" "M" "Lower Than A Level" 9 26 0 60 "N" 58.475 0 1224
0 49 "Sem2" "M" "A Level or Equivalent" 5 26 0 90 "N" 48.95 0 767
1 84 "Sem2" "M" "A Level or Equivalent" 5 31 0 60 "N" 81.9 0 1028
1 73 "Sem2" "F" "Lower Than A Level" 8 33 0 60 "Y" 47.725 0 996
1 67 "Sem2" "M" "A Level or Equivalent" 9 35 0 75 "N" 60.975 0 2069
1 82 "Sem2" "F" "HE Qualification" 11 31 0 240 "Y" 94.65 0 2871
1 76 "Sem2" "M" "A Level or Equivalent" 3 32 1 60 "Y" 72.75 0 1942
1 82 "Sem2" "M" "Lower Than A Level" 4 31 0 90 "N" 82.175 0 3407
1 69 "Sem2" "M" "A Level or Equivalent" 6 34 0 60 "N" 85.425 0 1608
1 60 "Sem2" "M" "A Level or Equivalent" 8 38 0 90 "N" 41.95 0 865
1 84 "Sem2" "M" "HE Qualification" 6 31 0 90 "N" 0 0 382
1 49 "Sem2" "M" "A Level or Equivalent" 8 28 0 60 "N" 43.775 0 951
1 56 "Sem2" "M" "HE Qualification" 7 45 0 60 "N" 62.875 0 1115
1 78 "Sem2" "M" "HE Qualification" 6 32 1 160 "N" 74.625 0 1070
1 49 "Sem2" "F" "Lower Than A Level" 9 27 0 60 "N" 67.15 0 1687
1 87 "Sem2" "M" "Lower Than A Level" 11 30 0 70 "N" 92.775 0 3086
1 76 "Sem2" "M" "Lower Than A Level" 6 32 0 60 "N" 80 0 4723
0 36 "Sem2" "F" "A Level or Equivalent" 4 26 0 60 "N" 44.175 0 968
1 60 "Sem2" "M" "A Level or Equivalent" 10 38 0 120 "N" 73.4 0 815
0 38 "Sem2" "F" "Lower Than A Level" 1 27 0 60 "N" 49.6 0 1046
1 87 "Sem2" "F" "A Level or Equivalent" 6 30 0 60 "N" 80.8 0 3076
1 89 "Sem2" "M" "HE Qualification" 1 30 0 60 "N" 67.975 0 1643
1 49 "Sem2" "F" "Lower Than A Level" 10 28 0 120 "N" 67.45 0 990
0 24 "Sem2" "F" "HE Qualification" 4 28 0 90 "N" 42.825 0 3777
0 51 "Sem2" "F" "HE Qualification" 7 25 0 60 "N" 43.75 0 1455
1 73 "Sem2" "F" "HE Qualification" 7 33 1 60 "Y" 78.775 0 4261
0 47 "Sem2" "M" "Lower Than A Level" 6 19 1 60 "N" 40.5 0 890
1 71 "Sem2" "M" "A Level or Equivalent" 5 34 0 90 "N" 73.925 0 1848
1 58 "Sem2" "M" "A Level or Equivalent" 6 40 0 60 "N" 42.225 0 381
0 24 "Sem2" "F" "HE Qualification" 7 24 0 60 "N" 47.025 0 1687
1 91 "Sem2" "M" "A Level or Equivalent" 10 30 1 90 "N" 57.55 0 3309
1 73 "Sem2" "M" "Lower Than A Level" 9 33 0 120 "N" 69.45 0 5911
1 71 "Sem2" "M" "Lower Than A Level" 9 34 0 120 "N" 69.775 0 1539
1 58 "Sem2" "M" "Lower Than A Level" 7 40 1 120 "N" 40.9 0 1096
1 71 "Sem2" "F" "HE Qualification" 8 34 0 90 "N" 90.125 0 1895
1 87 "Sem2" "M" "A Level or Equivalent" 7 30 0 60 "N" 94.05 0 1486
1 51 "Sem2" "M" "HE Qualification" 5 27 1 150 "N" 44.4 0 554
1 53 "Sem2" "M" "A Level or Equivalent" 2 24 2 60 "N" 42.375 0 1503
1 87 "Sem2" "F" "Lower Than A Level" 3 30 0 60 "N" 76.275 0 417
1 56 "Sem2" "M" "A Level or Equivalent" 1 45 0 60 "N" 79.3 0 1617
1 56 "Sem2" "F" "A Level or Equivalent" 9 45 0 60 "N" 43.175 0 283
0 27 "Sem2" "M" "Lower Than A Level" 7 27 0 90 "N" 46.75 0 668
1 76 "Sem2" "M" "A Level or Equivalent" 9 32 0 60 "N" 83.775 0 2658
1 64 "Sem2" "M" "Lower Than A Level" 6 36 1 120 "N" 60.95 0 1775
1 67 "Sem2" "F" "Lower Than A Level" 10 35 1 210 "N" 83.725 0 927
1 73 "Sem2" "M" "Lower Than A Level" 5 33 0 120 "N" 62.925 0 1201
1 67 "Sem2" "M" "Lower Than A Level" 6 35 0 70 "N" 47.425 0 1084
1 76 "Sem2" "M" "A Level or Equivalent" 8 32 0 90 "N" 78.675 0 2862
1 73 "Sem2" "M" "A Level or Equivalent" 9 33 0 60 "N" 74.075 0 1330
1 64 "Sem2" "F" "A Level or Equivalent" 4 36 1 60 "N" 69.875 0 1188
1 64 "Sem2" "M" "Lower Than A Level" 9 36 0 60 "N" 72.275 0 1796
1 60 "Sem2" "F" "Lower Than A Level" 7 38 0 120 "N" 82.3 0 852
1 78 "Sem2" "F" "A Level or Equivalent" 5 32 2 60 "N" 73 0 627
1 64 "Sem2" "F" "HE Qualification" 9 36 0 60 "N" 59.6 0 2301
1 64 "Sem2" "M" "Lower Than A Level" 7 36 2 60 "N" 52.625 0 1015
1 56 "Sem2" "M" "A Level or Equivalent" 5 45 0 90 "Y" 49.225 0 238
1 49 "Sem2" "F" "Lower Than A Level" 8 23 0 60 "N" 47.575 0 2179
1 49 "Sem2" "F" "A Level or Equivalent" 6 26 0 120 "N" 75.325 0 2134
1 51 "Sem2" "M" "A Level or Equivalent" 2 24 2 120 "N" 58.9 0 662
1 96 "Sem2" "M" "A Level or Equivalent" 8 29 0 90 "N" 84.175 0 827
1 58 "Sem2" "F" "Lower Than A Level" 4 40 1 60 "Y" 57.35 0 708
1 73 "Sem2" "F" "A Level or Equivalent" 11 33 0 60 "N" 79.65 0 3252
1 73 "Sem2" "F" "Lower Than A Level" 2 33 1 60 "N" 84.025 0 940
1 60 "Sem2" "M" "HE Qualification" 10 38 2 60 "N" 51.775 0 645
1 69 "Sem2" "F" "A Level or Equivalent" 6 34 0 60 "N" 70.225 0 1451
1 58 "Sem2" "F" "HE Qualification" 10 40 0 60 "N" 49.025 0 1369
0 31 "Sem2" "M" "A Level or Equivalent" 4 50 0 120 "N" 49.775 0 229
1 53 "Sem2" "M" "Lower Than A Level" 11 25 0 60 "N" 62.3 0 1163
1 40 "Sem2" "F" "HE Qualification" 5 27 0 120 "N" 40.95 0 355
0 40 "Sem2" "F" "HE Qualification" 3 28 0 70 "N" 49.9 0 661
1 67 "Sem2" "F" "A Level or Equivalent" 4 35 0 60 "Y" 88.2 0 2475
1 29 "Sem2" "M" "A Level or Equivalent" 11 20 0 60 "N" 55.125 0 701
1 60 "Sem2" "F" "A Level or Equivalent" 4 38 0 60 "N" 66.5 0 683
1 84 "Sem2" "F" "HE Qualification" 7 31 1 90 "N" 90.475 0 981
1 80 "Sem2" "M" "HE Qualification" 3 31 0 150 "N" 54.75 0 272
0 40 "Sem2" "F" "A Level or Equivalent" 9 25 1 180 "N" 70.375 0 776
1 76 "Sem2" "F" "A Level or Equivalent" 11 32 0 60 "N" 60.2 0 395
1 62 "Sem2" "M" "A Level or Equivalent" 10 37 0 60 "N" 75.65 0 841
1 64 "Sem2" "M" "Lower Than A Level" 7 36 0 120 "N" 76.025 0 3123
0 42 "Sem2" "M" "Lower Than A Level" 6 27 2 60 "Y" 43.05 0 1129
1 58 "Sem2" "F" "A Level or Equivalent" 3 40 0 105 "N" 51.85 0 429
1 62 "Sem2" "M" "A Level or Equivalent" 2 37 2 180 "N" 66.875 0 143
0 27 "Sem2" "M" "A Level or Equivalent" 6 46 1 60 "N" 50.125 0 858
1 58 "Sem2" "M" "A Level or Equivalent" 8 40 1 60 "N" 84.525 0 654
1 56 "Sem2" "M" "A Level or Equivalent" 7 45 1 60 "N" 66.2 0 717
1 67 "Sem2" "M" "A Level or Equivalent" 8 35 0 60 "N" 80.325 0 1753
0 22 "Sem2" "F" "Lower Than A Level" 5 25 0 60 "N" 41 0 421
1 51 "Sem2" "F" "A Level or Equivalent" 7 28 0 90 "N" 41.2 0 810
1 67 "Sem2" "F" "Lower Than A Level" 2 35 0 150 "N" 70.7 0 954
1 42 "Sem2" "M" "A Level or Equivalent" 11 25 0 60 "N" 50.375 0 866
0 38 "Sem2" "F" "A Level or Equivalent" 4 27 0 90 "N" 54.25 0 1411
1 67 "Sem2" "M" "A Level or Equivalent" 9 35 1 130 "N" 70.15 0 1271
1 89 "Sem2" "F" "HE Qualification" 1 30 0 60 "N" 87.95 0 1994
1 51 "Sem2" "M" "A Level or Equivalent" 5 25 0 60 "N" 53.25 0 1398
1 82 "Sem2" "M" "Lower Than A Level" 9 31 0 60 "N" 88.35 0 2098
0 20 "Sem2" "F" "Lower Than A Level" 5 27 0 60 "N" 47.425 0 951
1 42 "Sem2" "F" "HE Qualification" 5 28 0 60 "Y" 45.525 0 1033
1 44 "Sem2" "M" "Lower Than A Level" 1 27 0 60 "N" 65.075 0 1636
1 87 "Sem2" "M" "A Level or Equivalent" 7 30 0 60 "N" 86.525 0 2032
1 80 "Sem2" "M" "Post Graduate Qualification" 1 31 1 60 "N" 84.325 0 970
0 7 "Sem2" "M" "A Level or Equivalent" 5 26 0 60 "N" 69.25 0 1082
1 67 "Sem2" "F" "A Level or Equivalent" 4 35 0 90 "N" 67.975 0 544
0 42 "Sem2" "F" "Lower Than A Level" 10 27 0 60 "Y" 70.25 0 853
1 87 "Sem2" "M" "Lower Than A Level" 8 30 0 60 "N" 66.925 0 2004
0 38 "Sem2" "F" "A Level or Equivalent" 4 28 1 180 "N" 68.4 0 1440
0 36 "Sem2" "M" "A Level or Equivalent" 8 28 0 70 "N" 54.1 0 422
1 51 "Sem2" "F" "Lower Than A Level" 6 23 0 120 "N" 45.475 0 1582
1 96 "Sem2" "F" "Post Graduate Qualification" 11 29 0 60 "N" 87.9 0 1674
0 40 "Sem2" "M" "A Level or Equivalent" 9 27 0 120 "N" 61.85 0 2086
1 76 "Sem2" "F" "Lower Than A Level" 10 32 0 60 "N" 81.725 0 1591
1 64 "Sem2" "M" "A Level or Equivalent" 6 36 1 90 "N" 87.775 0 526
1 91 "Sem2" "F" "A Level or Equivalent" 6 30 0 60 "Y" 82.975 0 566
1 56 "Sem2" "F" "Lower Than A Level" 4 45 1 60 "N" 67.65 0 72
1 76 "Sem2" "F" "A Level or Equivalent" 7 32 0 60 "N" 81.9 0 943
1 91 "Sem2" "F" "A Level or Equivalent" 11 30 1 150 "N" 89.725 0 2718
1 84 "Sem2" "F" "A Level or Equivalent" 5 31 0 120 "N" 89.375 0 2290
1 53 "Sem2" "M" "A Level or Equivalent" 3 24 0 60 "N" 77.675 0 514
1 53 "Sem2" "F" "Lower Than A Level" 9 22 0 90 "N" 70.15 0 439
1 87 "Sem2" "M" "Lower Than A Level" 6 30 0 120 "N" 80.6 0 2152
1 47 "Sem2" "M" "A Level or Equivalent" 7 25 0 210 "N" 79.775 0 1466
1 73 "Sem2" "M" "Lower Than A Level" 3 33 1 60 "N" 42.4 0 908
1 67 "Sem2" "M" "A Level or Equivalent" 3 35 1 120 "Y" 81.275 0 546
1 80 "Sem2" "M" "A Level or Equivalent" 4 31 0 60 "N" 59.6 0 543
1 47 "Sem2" "M" "Lower Than A Level" 5 23 0 60 "N" 68.825 0 3206
1 56 "Sem2" "M" "Lower Than A Level" 10 45 0 60 "N" 47.85 0 1627
0 29 "Sem2" "F" "Lower Than A Level" 3 28 1 150 "Y" 42.95 0 1006
1 60 "Sem2" "M" "A Level or Equivalent" 7 38 0 120 "N" 76.475 0 638
1 56 "Sem2" "M" "A Level or Equivalent" 4 45 0 120 "N" 54.35 0 1811
0 42 "Sem2" "F" "HE Qualification" 9 28 0 60 "N" 44.9 0 830
1 67 "Sem2" "F" "A Level or Equivalent" 3 35 2 70 "N" 49.65 0 1191
1 64 "Sem2" "M" "A Level or Equivalent" 4 36 0 60 "N" 80.575 0 1196
1 53 "Sem2" "F" "Post Graduate Qualification" 11 22 0 60 "N" 73.875 0 2081
1 89 "Sem2" "F" "HE Qualification" 10 30 1 60 "N" 89.15 0 1073
1 51 "Sem2" "M" "A Level or Equivalent" 11 24 0 90 "N" 64.225 0 519
1 53 "Sem2" "M" "A Level or Equivalent" 7 27 0 150 "N" 62.675 0 951
1 73 "Sem2" "F" "Lower Than A Level" 5 33 0 60 "N" 85.85 0 1194
1 33 "Sem2" "M" "A Level or Equivalent" 5 20 0 60 "N" 50.075 0 627
1 53 "Sem2" "M" "Lower Than A Level" 9 24 0 60 "N" 88.65 0 3263
1 87 "Sem2" "M" "HE Qualification" 1 30 0 60 "N" 91.275 0 4408
0 44 "Sem2" "F" "Lower Than A Level" 8 27 1 60 "N" 40.15 0 1436
1 76 "Sem2" "M" "HE Qualification" 9 32 0 60 "N" 86.075 0 1024
1 47 "Sem2" "M" "A Level or Equivalent" 5 23 0 120 "N" 48.35 0 1466
1 58 "Sem2" "F" "Lower Than A Level" 2 40 0 60 "N" 74.075 0 2103
1 60 "Sem2" "M" "A Level or Equivalent" 7 38 2 60 "N" 42.925 0 1235
0 44 "Sem2" "F" "Lower Than A Level" 2 28 1 180 "Y" 46.35 0 1407
1 51 "Sem2" "F" "A Level or Equivalent" 9 26 0 60 "N" 54.225 0 2514
1 78 "Sem2" "M" "A Level or Equivalent" 8 32 0 60 "N" 78.05 0 867
1 67 "Sem2" "M" "A Level or Equivalent" 2 35 2 60 "N" 68.45 0 387
1 62 "Sem2" "M" "HE Qualification" 6 37 0 60 "N" 75.475 0 2132
1 73 "Sem2" "M" "A Level or Equivalent" 4 33 0 60 "N" 65.175 0 893
1 69 "Sem2" "M" "A Level or Equivalent" 7 34 0 60 "Y" 55.975 0 307
1 100 "Sem2" "M" "HE Qualification" 5 29 0 60 "N" 93 0 1876
1 49 "Sem2" "F" "No Formal quals" 7 20 0 75 "N" 43.6 0 1994
1 69 "Sem2" "M" "Lower Than A Level" 4 34 1 60 "N" 70.725 0 560
1 49 "Sem2" "F" "A Level or Equivalent" 2 28 0 60 "N" 71.675 0 584
1 76 "Sem2" "M" "A Level or Equivalent" 11 32 0 120 "N" 57.65 0 304
1 62 "Sem2" "F" "A Level or Equivalent" 2 37 2 60 "N" 49.725 0 897
1 96 "Sem2" "M" "Lower Than A Level" 1 29 0 60 "N" 90.325 0 1605
0 33 "Sem2" "M" "A Level or Equivalent" 7 28 0 90 "N" 60.85 0 804
1 58 "Sem2" "M" "Lower Than A Level" 8 40 2 60 "N" 78.9 0 1191
1 69 "Sem2" "F" "A Level or Equivalent" 4 34 1 60 "N" 46.275 0 1925
1 84 "Sem2" "M" "A Level or Equivalent" 5 31 0 60 "N" 67.65 0 859
1 80 "Sem2" "F" "A Level or Equivalent" 8 31 1 120 "N" 62.35 0 986
1 84 "Sem2" "M" "Lower Than A Level" 8 31 0 80 "N" 86.3 0 1448
0 42 "Sem2" "F" "A Level or Equivalent" 4 22 0 180 "N" 70.375 0 1130
1 62 "Sem2" "F" "A Level or Equivalent" 7 37 1 60 "Y" 46.05 0 808
1 71 "Sem2" "M" "Lower Than A Level" 4 34 0 60 "Y" 84.625 0 1728
1 89 "Sem2" "M" "A Level or Equivalent" 5 30 0 60 "Y" 61.775 0 270
1 100 "Sem2" "M" "Lower Than A Level" 9 29 0 60 "N" 84.4 0 1134
1 62 "Sem2" "F" "Lower Than A Level" 2 37 1 100 "N" 58.775 0 316
0 36 "Sem2" "M" "Lower Than A Level" 8 27 0 60 "N" 65.1 0 751
1 44 "Sem2" "M" "A Level or Equivalent" 5 24 0 60 "N" 44.9 0 523
1 56 "Sem2" "M" "A Level or Equivalent" 1 45 1 80 "N" 63.45 0 529
1 91 "Sem2" "F" "A Level or Equivalent" 4 30 0 60 "N" 84.4 0 2530
1 47 "Sem2" "M" "HE Qualification" 7 25 0 60 "N" 46.625 0 1109
1 60 "Sem2" "F" "No Formal quals" 2 38 1 70 "N" 56.875 0 616
1 58 "Sem2" "M" "Lower Than A Level" 8 40 2 90 "N" 65.25 0 3058
1 62 "Sem2" "M" "A Level or Equivalent" 4 37 2 180 "N" 36.9 0 296
0 24 "Sem2" "F" "Lower Than A Level" 2 24 0 60 "N" 56.5 0 1551
1 73 "Sem2" "M" "Lower Than A Level" 1 33 1 60 "N" 41.775 0 370
1 69 "Sem2" "M" "A Level or Equivalent" 5 34 0 60 "N" 75.475 0 541
1 80 "Sem2" "M" "No Formal quals" 1 31 0 150 "N" 93.45 0 649
1 56 "Sem2" "M" "A Level or Equivalent" 10 45 0 90 "Y" 42.05 0 438
1 93 "Sem2" "F" "A Level or Equivalent" 4 29 0 60 "N" 89.15 0 1687
1 73 "Sem2" "F" "A Level or Equivalent" 7 33 0 90 "Y" 91.425 0 2754
0 36 "Sem2" "F" "A Level or Equivalent" 11 25 0 90 "N" 47.525 0 1161
1 78 "Sem2" "M" "A Level or Equivalent" 8 32 0 90 "N" 86.7 0 1088
1 40 "Sem2" "F" "Lower Than A Level" 9 27 0 60 "N" 46.55 0 3922
1 64 "Sem2" "M" "Lower Than A Level" 8 36 0 60 "N" 61.4 0 2139
1 33 "Sem2" "M" "Lower Than A Level" 3 27 0 90 "N" 47.05 0 1727
0 36 "Sem2" "F" "Lower Than A Level" 3 26 1 60 "N" 62.45 0 776
0 31 "Sem2" "M" "Lower Than A Level" 9 20 0 60 "N" 50.5 0 586
0 36 "Sem2" "M" "A Level or Equivalent" 5 20 0 90 "N" 55.475 0 664
1 56 "Sem2" "F" "Lower Than A Level" 5 45 0 90 "N" 75.025 0 831
0 33 "Sem2" "M" "Lower Than A Level" 6 27 0 60 "N" 68.725 0 3886
0 40 "Sem2" "F" "A Level or Equivalent" 7 24 0 120 "N" 54.925 0 564
1 82 "Sem2" "M" "A Level or Equivalent" 9 31 0 60 "N" 89.4 0 821
0 36 "Sem2" "F" "Lower Than A Level" 9 23 0 60 "N" 45.9 0 564
1 42 "Sem2" "M" "HE Qualification" 4 23 0 60 "N" 57.05 0 594
1 60 "Sem2" "F" "Lower Than A Level" 7 38 0 60 "N" 60.725 0 2133
1 80 "Sem2" "M" "A Level or Equivalent" 10 31 0 60 "N" 84.375 0 2384
0 38 "Sem2" "F" "HE Qualification" 11 27 0 60 "N" 81.675 0 1396
1 78 "Sem2" "F" "Lower Than A Level" 10 32 1 60 "N" 71.35 0 776
1 96 "Sem2" "M" "HE Qualification" 11 29 0 90 "N" 91.575 0 1545
1 82 "Sem2" "M" "A Level or Equivalent" 8 31 1 120 "N" 80.275 0 398
1 96 "Sem2" "M" "HE Qualification" 8 29 0 120 "N" 92.15 0 1502
1 80 "Sem2" "F" "Lower Than A Level" 7 31 0 90 "N" 81.6 0 3091
1 76 "Sem2" "F" "A Level or Equivalent" 7 32 0 60 "N" 66.9 0 1220
1 76 "Sem2" "F" "A Level or Equivalent" 8 32 0 60 "N" 84.15 0 3103
1 62 "Sem2" "M" "HE Qualification" 8 37 1 60 "N" 66.9 0 1936
1 76 "Sem2" "F" "A Level or Equivalent" 7 32 0 60 "N" 83.8 0 2551
1 71 "Sem2" "F" "A Level or Equivalent" 10 34 1 120 "N" 67.075 0 816
1 62 "Sem2" "M" "A Level or Equivalent" 11 37 0 90 "N" 73.825 0 1268
1 51 "Sem2" "M" "A Level or Equivalent" 8 26 0 60 "N" 50 0 742
1 73 "Sem2" "M" "Lower Than A Level" 11 33 0 180 "Y" 78.475 0 665
0 27 "Sem2" "F" "A Level or Equivalent" 5 26 0 150 "N" 43.3 0 2559
1 100 "Sem2" "F" "HE Qualification" 11 29 0 60 "N" 88.4 0 2042
1 51 "Sem2" "M" "Lower Than A Level" 3 21 0 120 "N" 55.85 0 1106
1 47 "Sem2" "F" "Lower Than A Level" 10 21 0 60 "N" 51.025 0 4577
0 40 "Sem2" "M" "Lower Than A Level" 8 28 0 180 "N" 42.925 0 341
1 69 "Sem2" "M" "A Level or Equivalent" 4 34 0 60 "N" 89.4 0 1182
0 44 "Sem2" "M" "Lower Than A Level" 8 25 0 60 "N" 56.075 0 1779
1 47 "Sem2" "F" "HE Qualification" 2 28 0 60 "N" 45.9 0 2098
0 47 "Sem2" "F" "A Level or Equivalent" 6 26 0 60 "N" 42.425 0 1433
1 60 "Sem2" "F" "HE Qualification" 6 38 0 60 "N" 73.7 0 947
1 82 "Sem2" "F" "A Level or Equivalent" 8 31 0 60 "N" 70.275 0 2746
0 40 "Sem2" "M" "Lower Than A Level" 4 23 1 70 "N" 56.675 0 1634
1 89 "Sem2" "F" "A Level or Equivalent" 7 30 0 60 "N" 83.9 0 616
1 69 "Sem2" "M" "HE Qualification" 3 34 0 60 "N" 49 0 543
1 91 "Sem2" "F" "Lower Than A Level" 11 30 1 60 "N" 70.025 0 1335
1 69 "Sem2" "M" "A Level or Equivalent" 10 34 0 60 "N" 46.2 0 622
1 71 "Sem2" "F" "A Level or Equivalent" 1 34 0 60 "N" 81.9 0 1169
1 91 "Sem2" "F" "A Level or Equivalent" 11 30 0 60 "N" 88.875 0 1585
1 100 "Sem2" "M" "A Level or Equivalent" 4 29 0 120 "N" 96.15 0 1595
1 67 "Sem2" "F" "A Level or Equivalent" 10 35 0 60 "N" 59.9 0 3131
1 51 "Sem2" "M" "HE Qualification" 11 26 0 60 "N" 53.95 0 1222
1 49 "Sem2" "M" "HE Qualification" 7 26 0 60 "N" 67.125 0 741
1 47 "Sem2" "F" "A Level or Equivalent" 9 25 0 120 "N" 41.375 0 528
1 60 "Sem2" "M" "Lower Than A Level" 3 38 1 60 "N" 77.875 0 1014
1 49 "Sem2" "M" "HE Qualification" 7 28 0 120 "N" 46.1 0 512
1 76 "Sem2" "F" "Lower Than A Level" 9 32 0 60 "N" 70.25 0 5612
1 64 "Sem2" "M" "Lower Than A Level" 8 36 0 60 "N" 65.325 0 1392
0 47 "Sem2" "M" "Lower Than A Level" 11 25 1 60 "N" 46.6 0 1109
0 27 "Sem2" "M" "Lower Than A Level" 4 25 1 60 "N" 54.9 0 262
1 91 "Sem2" "F" "A Level or Equivalent" 11 30 0 60 "N" 77.675 0 1013
1 51 "Sem2" "M" "Lower Than A Level" 2 26 1 60 "N" 57.425 0 2168
0 36 "Sem2" "F" "Lower Than A Level" 11 21 1 120 "N" 70.675 0 1494
1 69 "Sem2" "F" "A Level or Equivalent" 3 34 0 120 "N" 46.625 0 2189
1 69 "Sem2" "F" "A Level or Equivalent" 4 34 1 60 "N" 74.775 0 625
0 49 "Sem2" "F" "A Level or Equivalent" 5 25 1 120 "N" 65.925 0 696
0 20 "Sem2" "M" "Lower Than A Level" 9 23 0 60 "N" 69.675 0 1368
1 49 "Sem2" "F" "A Level or Equivalent" 9 26 0 90 "N" 67.25 0 1379
1 82 "Sem2" "F" "A Level or Equivalent" 8 31 0 60 "N" 76.725 0 2733
